RXCUI|INGREDIENT|ING_RXCUI
800396|Valine|11115
800400|Alanine|426
800400|Arginine|1091
800400|Glucose|4850
800400|Glycine|4919
800400|Histidine|5340
800400|Isoleucine|6033
800400|Leucine|6308
800400|Lysine|6536
800400|Methionine|6837
800400|Phenylalanine|8156
800400|Proline|8737
800400|Serine|9671
800400|Threonine|10524
800400|Tryptophan|10898
800400|Tyrosine|10962
800400|Valine|11115
800401|Alanine|426
800401|Arginine|1091
800401|Glucose|4850
800401|Glycine|4919
800401|Histidine|5340
800401|Isoleucine|6033
800401|Leucine|6308
800401|Lysine|6536
800401|Methionine|6837
800401|Phenylalanine|8156
800401|Proline|8737
800401|Serine|9671
800401|Threonine|10524
800401|Tryptophan|10898
800401|Tyrosine|10962
800401|Valine|11115
800405|Alanine|426
800405|Arginine|1091
800405|Glucose|4850
800405|Glycine|4919
800405|Histidine|5340
800405|Isoleucine|6033
800405|Leucine|6308
800405|Lysine|6536
800405|Methionine|6837
800405|Phenylalanine|8156
800405|Proline|8737
800405|Serine|9671
800405|Threonine|10524
800405|Tryptophan|10898
800405|Tyrosine|10962
800405|Valine|11115
800406|Alanine|426
800406|Arginine|1091
800406|Glucose|4850
800406|Glycine|4919
800406|Histidine|5340
800406|Isoleucine|6033
800406|Leucine|6308
800406|Lysine|6536
800406|Methionine|6837
800406|Phenylalanine|8156
800406|Proline|8737
800406|Serine|9671
800406|Threonine|10524
800406|Tryptophan|10898
800406|Tyrosine|10962
800406|Valine|11115
800410|Alanine|426
800410|Arginine|1091
800410|Glucose|4850
800410|Glycine|4919
800410|Histidine|5340
800410|Isoleucine|6033
800410|Leucine|6308
800410|Lysine|6536
800410|Methionine|6837
800410|Phenylalanine|8156
800410|Proline|8737
800410|Serine|9671
800410|Threonine|10524
800410|Tryptophan|10898
800410|Tyrosine|10962
800410|Valine|11115
800411|Alanine|426
800411|Arginine|1091
800411|Glucose|4850
800411|Glycine|4919
800411|Histidine|5340
800411|Isoleucine|6033
800411|Leucine|6308
800411|Lysine|6536
800411|Methionine|6837
800411|Phenylalanine|8156
800411|Proline|8737
800411|Serine|9671
800411|Threonine|10524
800411|Tryptophan|10898
800411|Tyrosine|10962
800411|Valine|11115
800415|Alanine|426
800415|Arginine|1091
800415|Glucose|4850
800415|Glycine|4919
800415|Histidine|5340
800415|Isoleucine|6033
800415|Leucine|6308
800415|Lysine|6536
800415|Methionine|6837
800415|Phenylalanine|8156
800415|Proline|8737
800415|Serine|9671
800415|Threonine|10524
800415|Tryptophan|10898
800415|Tyrosine|10962
800415|Valine|11115
800416|Alanine|426
800416|Arginine|1091
800416|Glucose|4850
800416|Glycine|4919
800416|Histidine|5340
800416|Isoleucine|6033
800416|Leucine|6308
800416|Lysine|6536
800416|Methionine|6837
800416|Phenylalanine|8156
800416|Proline|8737
800416|Serine|9671
800416|Threonine|10524
800416|Tryptophan|10898
800416|Tyrosine|10962
800416|Valine|11115
800420|Alanine|426
800420|Arginine|1091
800420|Glucose|4850
800420|Glycine|4919
800420|Histidine|5340
800420|Isoleucine|6033
800420|Leucine|6308
800420|Lysine|6536
800420|Methionine|6837
800420|Phenylalanine|8156
800420|Proline|8737
800420|Serine|9671
800420|Threonine|10524
800420|Tryptophan|10898
800420|Tyrosine|10962
800420|Valine|11115
800434|Alanine|426
800434|Arginine|1091
800434|Glucose|4850
800434|Glycine|4919
800434|Histidine|5340
800434|Isoleucine|6033
800434|Leucine|6308
800434|Lysine|6536
800434|Methionine|6837
800434|Phenylalanine|8156
800434|Proline|8737
800434|Serine|9671
800434|Threonine|10524
800434|Tryptophan|10898
800434|Tyrosine|10962
800434|Valine|11115
800438|Alanine|426
800438|Arginine|1091
800438|Glucose|4850
800438|Glycine|4919
800438|Histidine|5340
800438|Isoleucine|6033
800438|Leucine|6308
800438|Lysine|6536
800438|Methionine|6837
800438|Phenylalanine|8156
800438|Proline|8737
800438|Serine|9671
800438|Threonine|10524
800438|Tryptophan|10898
800438|Tyrosine|10962
800438|Valine|11115
800440|Alanine|426
800440|Arginine|1091
800440|Glucose|4850
800440|Glycine|4919
800440|Histidine|5340
800440|Isoleucine|6033
800440|Leucine|6308
800440|Lysine|6536
800440|Methionine|6837
800440|Phenylalanine|8156
800440|Proline|8737
800440|Serine|9671
800440|Threonine|10524
800440|Tryptophan|10898
800440|Tyrosine|10962
800440|Valine|11115
800444|Alanine|426
800444|Arginine|1091
800444|Glucose|4850
800444|Glycine|4919
800444|Histidine|5340
800444|Isoleucine|6033
800444|Leucine|6308
800444|Lysine|6536
800444|Methionine|6837
800444|Phenylalanine|8156
800444|Proline|8737
800444|Serine|9671
800444|Threonine|10524
800444|Tryptophan|10898
800444|Tyrosine|10962
800444|Valine|11115
800445|Alanine|426
800445|Arginine|1091
800445|Glucose|4850
800445|Glycine|4919
800445|Histidine|5340
800445|Isoleucine|6033
800445|Leucine|6308
800445|Lysine|6536
800445|Methionine|6837
800445|Phenylalanine|8156
800445|Proline|8737
800445|Serine|9671
800445|Threonine|10524
800445|Tryptophan|10898
800445|Tyrosine|10962
800445|Valine|11115
800449|Alanine|426
800449|Arginine|1091
800449|Glucose|4850
800449|Glycine|4919
800449|Histidine|5340
800449|Isoleucine|6033
800449|Leucine|6308
800449|Lysine|6536
800449|Methionine|6837
800449|Phenylalanine|8156
800449|Proline|8737
800449|Serine|9671
800449|Threonine|10524
800449|Tryptophan|10898
800449|Tyrosine|10962
800449|Valine|11115
800472|Calcium Chloride|1901
800472|Glucose|4850
800472|Magnesium Chloride|6579
800472|Sodium Chloride|9863
800472|Lactate|114202
800474|Calcium Chloride|1901
800474|Glucose|4850
800474|Magnesium Chloride|6579
800474|Sodium Chloride|9863
800474|Lactate|114202
800493|Doxycycline|3640
800497|ropinirole|72302
800499|ropinirole|72302
800563|Alanine|426
800563|Arginine|1091
800563|Cysteine|3024
800563|Glycine|4919
800563|Histidine|5340
800563|Isoleucine|6033
800563|Leucine|6308
800563|Lysine|6536
800563|Methionine|6837
800563|Phenylalanine|8156
800563|Proline|8737
800563|Serine|9671
800563|Sodium Chloride|9863
800563|Taurine|10337
800563|Threonine|10524
800563|Tryptophan|10898
800563|Tyrosine|10962
800563|Valine|11115
800563|sodium metabisulfite|36696
800563|Aspartate|42543
800563|Sodium Acetate|56443
800563|Glutamate|70602
800584|Alanine|426
800584|Arginine|1091
800584|Glycine|4919
800584|Histidine|5340
800584|Isoleucine|6033
800584|Leucine|6308
800584|Lysine|6536
800584|Methionine|6837
800584|Phenylalanine|8156
800584|Proline|8737
800584|Serine|9671
800584|Threonine|10524
800584|Tryptophan|10898
800584|Tyrosine|10962
800584|Valine|11115
800584|Aspartate|42543
800584|Glutamate|70602
800588|Alanine|426
800588|Arginine|1091
800588|Glycine|4919
800588|Histidine|5340
800588|Isoleucine|6033
800588|Leucine|6308
800588|Lysine|6536
800588|Methionine|6837
800588|Phenylalanine|8156
800588|Proline|8737
800588|Serine|9671
800588|Threonine|10524
800588|Tryptophan|10898
800588|Tyrosine|10962
800588|Valine|11115
800588|Aspartate|42543
800588|Glutamate|70602
800611|Alanine|426
800611|Arginine|1091
800611|Cysteine|3024
800611|Glycine|4919
800611|Histidine|5340
800611|Isoleucine|6033
800611|Leucine|6308
800611|Lysine|6536
800611|Methionine|6837
800611|Phenylalanine|8156
800611|Proline|8737
800611|Serine|9671
800611|Sodium Chloride|9863
800611|Taurine|10337
800611|Threonine|10524
800611|Tryptophan|10898
800611|Tyrosine|10962
800611|Valine|11115
800611|sodium metabisulfite|36696
800611|Aspartate|42543
800611|Sodium Acetate|56443
800611|Glutamate|70602
800633|Glucose|4850
800633|Magnesium Chloride|6579
800633|Potassium Chloride|8591
800633|Sodium Chloride|9863
800633|Dibasic potassium phosphate|55018
800633|Lactate|114202
800633|Sodium Phosphate, Monobasic|235496
800637|Glucose|4850
800637|Magnesium Chloride|6579
800637|Potassium Chloride|8591
800637|Sodium Chloride|9863
800637|Dibasic potassium phosphate|55018
800637|Lactate|114202
800637|Sodium Phosphate, Monobasic|235496
800644|Glucose|4850
800644|Magnesium Chloride|6579
800644|Potassium Chloride|8591
800644|potassium phosphate|34322
800644|Lactate|114202
800644|Sodium Phosphate, Monobasic|235496
800648|Glucose|4850
800648|Magnesium Chloride|6579
800648|Potassium Chloride|8591
800648|potassium phosphate|34322
800648|Lactate|114202
800648|Sodium Phosphate, Monobasic|235496
800669|Povidone-Iodine|8611
800669|Isopropyl Alcohol|797541
800786|Glucose|4850
800786|Sodium Chloride|9863
800786|Dibasic potassium phosphate|55018
800786|Sodium Acetate|56443
800790|Glucose|4850
800790|Sodium Chloride|9863
800790|Dibasic potassium phosphate|55018
800790|Sodium Acetate|56443
800808|Glucose|4850
800808|Magnesium Chloride|6579
800808|Potassium Chloride|8591
800808|Dibasic potassium phosphate|55018
800808|Sodium Acetate|56443
800812|Glucose|4850
800812|Magnesium Chloride|6579
800812|Potassium Chloride|8591
800812|Dibasic potassium phosphate|55018
800812|Sodium Acetate|56443
800858|Alanine|426
800858|Arginine|1091
800858|Cysteine|3024
800858|Glycine|4919
800858|Histidine|5340
800858|Isoleucine|6033
800858|Leucine|6308
800858|Lysine|6536
800858|Methionine|6837
800858|Phenylalanine|8156
800858|Proline|8737
800858|Serine|9671
800858|Threonine|10524
800858|Tryptophan|10898
800858|Valine|11115
800862|Alanine|426
800862|Arginine|1091
800862|Cysteine|3024
800862|Glycine|4919
800862|Histidine|5340
800862|Isoleucine|6033
800862|Leucine|6308
800862|Lysine|6536
800862|Methionine|6837
800862|Phenylalanine|8156
800862|Proline|8737
800862|Serine|9671
800862|Threonine|10524
800862|Tryptophan|10898
800862|Valine|11115
800915|Ascorbic Acid|1151
800915|Potassium Chloride|8591
800915|Sodium Chloride|9863
800915|sodium sulfate|36721
800915|POLYETHYLENE GLYCOL 3350|221147
800915|Sodium Ascorbate|267366
800918|Ascorbic Acid|1151
800918|Potassium Chloride|8591
800918|Sodium Chloride|9863
800918|sodium sulfate|36721
800918|POLYETHYLENE GLYCOL 3350|221147
800918|Sodium Ascorbate|267366
800925|Magnesium Chloride|6579
800925|Potassium Chloride|8591
800925|Sodium Chloride|9863
800925|potassium phosphate|34322
800925|Sodium Acetate|56443
800925|Sodium gluconate|56476
800925|Sodium Phosphate, Dibasic|236719
800928|Magnesium Chloride|6579
800928|Potassium Chloride|8591
800928|Sodium Chloride|9863
800928|potassium phosphate|34322
800928|Sodium Acetate|56443
800928|Sodium gluconate|56476
800928|Sodium Phosphate, Dibasic|236719
800929|Alanine|426
800929|Arginine|1091
800929|Cysteine|3024
800929|Glycine|4919
800929|Histidine|5340
800929|Isoleucine|6033
800929|Leucine|6308
800929|Lysine|6536
800929|Methionine|6837
800929|Phenylalanine|8156
800929|Phosphoric acid|8259
800929|Proline|8737
800929|Serine|9671
800929|Threonine|10524
800929|Tryptophan|10898
800929|Valine|11115
800933|Alanine|426
800933|Arginine|1091
800933|Cysteine|3024
800933|Glycine|4919
800933|Histidine|5340
800933|Isoleucine|6033
800933|Leucine|6308
800933|Lysine|6536
800933|Methionine|6837
800933|Phenylalanine|8156
800933|Phosphoric acid|8259
800933|Proline|8737
800933|Serine|9671
800933|Threonine|10524
800933|Tryptophan|10898
800933|Valine|11115
800976|Acetate|164
800976|Cysteine|3024
800976|Histidine|5340
800976|Isoleucine|6033
800976|Leucine|6308
800976|Lysine|6536
800976|Methionine|6837
800976|Phenylalanine|8156
800976|Sodium Chloride|9863
800976|Threonine|10524
800976|Tryptophan|10898
800976|Valine|11115
800976|sodium bisulfite|36679
800979|Acetate|164
800979|Cysteine|3024
800979|Histidine|5340
800979|Isoleucine|6033
800979|Leucine|6308
800979|Lysine|6536
800979|Methionine|6837
800979|Phenylalanine|8156
800979|Sodium Chloride|9863
800979|Threonine|10524
800979|Tryptophan|10898
800979|Valine|11115
800979|sodium bisulfite|36679
800985|Magnesium Chloride|6579
800985|Potassium Chloride|8591
800985|Sodium Chloride|9863
800985|Sodium Acetate|56443
800985|Sodium gluconate|56476
800988|Magnesium Chloride|6579
800988|Potassium Chloride|8591
800988|Sodium Chloride|9863
800988|Sodium Acetate|56443
800988|Sodium gluconate|56476
800998|Alanine|426
800998|Arginine|1091
800998|Calcium Chloride|1901
800998|Glucose|4850
800998|Glycine|4919
800998|Histidine|5340
800998|Isoleucine|6033
800998|Leucine|6308
800998|Lysine|6536
800998|Magnesium Chloride|6579
800998|Methionine|6837
800998|Phenylalanine|8156
800998|Proline|8737
800998|Serine|9671
800998|Sodium Chloride|9863
800998|Threonine|10524
800998|Tryptophan|10898
800998|Tyrosine|10962
800998|Valine|11115
800998|Dibasic potassium phosphate|55018
800998|Sodium Acetate|56443
801000|Alanine|426
801000|Arginine|1091
801000|Calcium Chloride|1901
801000|Glucose|4850
801000|Glycine|4919
801000|Histidine|5340
801000|Isoleucine|6033
801000|Leucine|6308
801000|Lysine|6536
801000|Magnesium Chloride|6579
801000|Methionine|6837
801000|Phenylalanine|8156
801000|Proline|8737
801000|Serine|9671
801000|Sodium Chloride|9863
801000|Threonine|10524
801000|Tryptophan|10898
801000|Tyrosine|10962
801000|Valine|11115
801000|Dibasic potassium phosphate|55018
801000|Sodium Acetate|56443
801005|Glucose|4850
801005|Sodium Chloride|9863
801005|Potassium Acetate|54987
801005|magnesium acetate|314718
801009|Glucose|4850
801009|Sodium Chloride|9863
801009|Potassium Acetate|54987
801009|magnesium acetate|314718
801010|Alanine|426
801010|Arginine|1091
801010|Calcium Chloride|1901
801010|Glucose|4850
801010|Glycine|4919
801010|Histidine|5340
801010|Isoleucine|6033
801010|Leucine|6308
801010|Lysine|6536
801010|Magnesium Chloride|6579
801010|Methionine|6837
801010|Phenylalanine|8156
801010|Proline|8737
801010|Serine|9671
801010|Sodium Chloride|9863
801010|Threonine|10524
801010|Tryptophan|10898
801010|Tyrosine|10962
801010|Valine|11115
801010|Dibasic potassium phosphate|55018
801010|Sodium Acetate|56443
801012|Alanine|426
801012|Arginine|1091
801012|Calcium Chloride|1901
801012|Glucose|4850
801012|Glycine|4919
801012|Histidine|5340
801012|Isoleucine|6033
801012|Leucine|6308
801012|Lysine|6536
801012|Magnesium Chloride|6579
801012|Methionine|6837
801012|Phenylalanine|8156
801012|Proline|8737
801012|Serine|9671
801012|Sodium Chloride|9863
801012|Threonine|10524
801012|Tryptophan|10898
801012|Tyrosine|10962
801012|Valine|11115
801012|Dibasic potassium phosphate|55018
801012|Sodium Acetate|56443
801013|Alanine|426
801013|Arginine|1091
801013|Calcium Chloride|1901
801013|Glucose|4850
801013|Glycine|4919
801013|Histidine|5340
801013|Isoleucine|6033
801013|Leucine|6308
801013|Lysine|6536
801013|Magnesium Chloride|6579
801013|Methionine|6837
801013|Phenylalanine|8156
801013|Proline|8737
801013|Serine|9671
801013|Sodium Chloride|9863
801013|Threonine|10524
801013|Tryptophan|10898
801013|Tyrosine|10962
801013|Valine|11115
801013|Dibasic potassium phosphate|55018
801013|Sodium Acetate|56443
801015|Alanine|426
801015|Arginine|1091
801015|Calcium Chloride|1901
801015|Glucose|4850
801015|Glycine|4919
801015|Histidine|5340
801015|Isoleucine|6033
801015|Leucine|6308
801015|Lysine|6536
801015|Magnesium Chloride|6579
801015|Methionine|6837
801015|Phenylalanine|8156
801015|Proline|8737
801015|Serine|9671
801015|Sodium Chloride|9863
801015|Threonine|10524
801015|Tryptophan|10898
801015|Tyrosine|10962
801015|Valine|11115
801015|Dibasic potassium phosphate|55018
801015|Sodium Acetate|56443
801016|Alanine|426
801016|Arginine|1091
801016|Calcium Chloride|1901
801016|Glucose|4850
801016|Glycine|4919
801016|Histidine|5340
801016|Isoleucine|6033
801016|Leucine|6308
801016|Lysine|6536
801016|Magnesium Chloride|6579
801016|Methionine|6837
801016|Phenylalanine|8156
801016|Proline|8737
801016|Serine|9671
801016|Sodium Chloride|9863
801016|Threonine|10524
801016|Tryptophan|10898
801016|Tyrosine|10962
801016|Valine|11115
801016|Dibasic potassium phosphate|55018
801016|Sodium Acetate|56443
801018|Alanine|426
801018|Arginine|1091
801018|Calcium Chloride|1901
801018|Glucose|4850
801018|Glycine|4919
801018|Histidine|5340
801018|Isoleucine|6033
801018|Leucine|6308
801018|Lysine|6536
801018|Magnesium Chloride|6579
801018|Methionine|6837
801018|Phenylalanine|8156
801018|Proline|8737
801018|Serine|9671
801018|Sodium Chloride|9863
801018|Threonine|10524
801018|Tryptophan|10898
801018|Tyrosine|10962
801018|Valine|11115
801018|Dibasic potassium phosphate|55018
801018|Sodium Acetate|56443
801019|Alanine|426
801019|Arginine|1091
801019|Calcium Chloride|1901
801019|Glucose|4850
801019|Glycine|4919
801019|Histidine|5340
801019|Isoleucine|6033
801019|Leucine|6308
801019|Lysine|6536
801019|Magnesium Chloride|6579
801019|Methionine|6837
801019|Phenylalanine|8156
801019|Proline|8737
801019|Serine|9671
801019|Sodium Chloride|9863
801019|Threonine|10524
801019|Tryptophan|10898
801019|Tyrosine|10962
801019|Valine|11115
801019|Dibasic potassium phosphate|55018
801019|Sodium Acetate|56443
801021|Alanine|426
801021|Arginine|1091
801021|Calcium Chloride|1901
801021|Glucose|4850
801021|Glycine|4919
801021|Histidine|5340
801021|Isoleucine|6033
801021|Leucine|6308
801021|Lysine|6536
801021|Magnesium Chloride|6579
801021|Methionine|6837
801021|Phenylalanine|8156
801021|Proline|8737
801021|Serine|9671
801021|Sodium Chloride|9863
801021|Threonine|10524
801021|Tryptophan|10898
801021|Tyrosine|10962
801021|Valine|11115
801021|Dibasic potassium phosphate|55018
801021|Sodium Acetate|56443
801024|Glucose|4850
801024|Magnesium Chloride|6579
801024|Potassium Chloride|8591
801024|Sodium Chloride|9863
801024|Sodium Acetate|56443
801024|Sodium gluconate|56476
801029|Alanine|426
801029|Arginine|1091
801029|Calcium Chloride|1901
801029|Glucose|4850
801029|Glycine|4919
801029|Histidine|5340
801029|Isoleucine|6033
801029|Leucine|6308
801029|Lysine|6536
801029|Magnesium Chloride|6579
801029|Methionine|6837
801029|Phenylalanine|8156
801029|Proline|8737
801029|Serine|9671
801029|Sodium Chloride|9863
801029|Threonine|10524
801029|Tryptophan|10898
801029|Tyrosine|10962
801029|Valine|11115
801029|Dibasic potassium phosphate|55018
801029|Sodium Acetate|56443
801031|Alanine|426
801031|Arginine|1091
801031|Calcium Chloride|1901
801031|Glucose|4850
801031|Glycine|4919
801031|Histidine|5340
801031|Isoleucine|6033
801031|Leucine|6308
801031|Lysine|6536
801031|Magnesium Chloride|6579
801031|Methionine|6837
801031|Phenylalanine|8156
801031|Proline|8737
801031|Serine|9671
801031|Sodium Chloride|9863
801031|Threonine|10524
801031|Tryptophan|10898
801031|Tyrosine|10962
801031|Valine|11115
801031|Dibasic potassium phosphate|55018
801031|Sodium Acetate|56443
801032|Alanine|426
801032|Arginine|1091
801032|Calcium Chloride|1901
801032|Glucose|4850
801032|Glycine|4919
801032|Histidine|5340
801032|Isoleucine|6033
801032|Leucine|6308
801032|Lysine|6536
801032|Magnesium Chloride|6579
801032|Methionine|6837
801032|Phenylalanine|8156
801032|Proline|8737
801032|Serine|9671
801032|Sodium Chloride|9863
801032|Threonine|10524
801032|Tryptophan|10898
801032|Tyrosine|10962
801032|Valine|11115
801032|Dibasic potassium phosphate|55018
801032|Sodium Acetate|56443
801034|Alanine|426
801034|Arginine|1091
801034|Calcium Chloride|1901
801034|Glucose|4850
801034|Glycine|4919
801034|Histidine|5340
801034|Isoleucine|6033
801034|Leucine|6308
801034|Lysine|6536
801034|Magnesium Chloride|6579
801034|Methionine|6837
801034|Phenylalanine|8156
801034|Proline|8737
801034|Serine|9671
801034|Sodium Chloride|9863
801034|Threonine|10524
801034|Tryptophan|10898
801034|Tyrosine|10962
801034|Valine|11115
801034|Dibasic potassium phosphate|55018
801034|Sodium Acetate|56443
801054|Potassium Chloride|8591
801054|Sodium Chloride|9863
801054|Sodium Bicarbonate|36676
801054|POLYETHYLENE GLYCOL 3350|221147
801057|Potassium Chloride|8591
801057|Sodium Chloride|9863
801057|Sodium Bicarbonate|36676
801057|POLYETHYLENE GLYCOL 3350|221147
801067|Alanine|426
801067|Arginine|1091
801067|Glycine|4919
801067|Histidine|5340
801067|Isoleucine|6033
801067|Leucine|6308
801067|Lysine|6536
801067|Methionine|6837
801067|Phenylalanine|8156
801067|Proline|8737
801067|Serine|9671
801067|Threonine|10524
801067|Tryptophan|10898
801067|Tyrosine|10962
801067|Valine|11115
801067|sodium metabisulfite|36696
801067|Aspartate|42543
801067|Glutamate|70602
801092|Albuterol|435
801095|Albuterol|435
801109|Magnesium Chloride|6579
801109|Potassium Chloride|8591
801109|Sodium Chloride|9863
801109|Sodium Acetate|56443
801109|Sodium gluconate|56476
801112|Magnesium Chloride|6579
801112|Potassium Chloride|8591
801112|Sodium Chloride|9863
801112|Sodium Acetate|56443
801112|Sodium gluconate|56476
801133|Alanine|426
801133|Arginine|1091
801133|Glycine|4919
801133|Histidine|5340
801133|Isoleucine|6033
801133|Leucine|6308
801133|Lysine|6536
801133|Methionine|6837
801133|Phenylalanine|8156
801133|Proline|8737
801133|Serine|9671
801133|Threonine|10524
801133|Tryptophan|10898
801133|Tyrosine|10962
801133|Valine|11115
801133|Aspartate|42543
801133|Glutamate|70602
801136|Alanine|426
801136|Arginine|1091
801136|Glycine|4919
801136|Histidine|5340
801136|Isoleucine|6033
801136|Leucine|6308
801136|Lysine|6536
801136|Methionine|6837
801136|Phenylalanine|8156
801136|Proline|8737
801136|Serine|9671
801136|Threonine|10524
801136|Tryptophan|10898
801136|Tyrosine|10962
801136|Valine|11115
801136|Aspartate|42543
801136|Glutamate|70602
801142|Sodium Chloride|9863
801142|Potassium Acetate|54987
801142|magnesium acetate|314718
801145|Sodium Chloride|9863
801145|Potassium Acetate|54987
801145|magnesium acetate|314718
801177|Niacinamide|7405
801177|Riboflavin|9346
801177|Thiamine|10454
801177|dexpanthenol|22701
801177|Vitamin B6|42954
801185|Ethinyl Estradiol|4124
801185|drospirenone|11636
801357|Magnesium Chloride|6579
801357|Potassium Chloride|8591
801357|Sodium Chloride|9863
801357|Sodium Acetate|56443
801357|Sodium gluconate|56476
801364|Glucose|4850
801364|Sodium Chloride|9863
801364|Potassium Acetate|54987
801364|magnesium acetate|314718
801387|Calcium Chloride|1901
801387|Magnesium Chloride|6579
801387|Potassium Chloride|8591
801387|Sodium Chloride|9863
801387|Sodium Acetate|56443
801387|Lactate|114202
801391|Calcium Chloride|1901
801391|Magnesium Chloride|6579
801391|Potassium Chloride|8591
801391|Sodium Chloride|9863
801391|Sodium Acetate|56443
801391|Lactate|114202
801395|Alanine|426
801395|Arginine|1091
801395|Cysteine|3024
801395|Glycine|4919
801395|Histidine|5340
801395|Isoleucine|6033
801395|Leucine|6308
801395|Lysine|6536
801395|Methionine|6837
801395|Phenylalanine|8156
801395|Proline|8737
801395|Serine|9671
801395|Taurine|10337
801395|Threonine|10524
801395|Tryptophan|10898
801395|Tyrosine|10962
801395|Valine|11115
801395|Aspartate|42543
801395|Glutamate|70602
801398|Alanine|426
801398|Arginine|1091
801398|Cysteine|3024
801398|Glycine|4919
801398|Histidine|5340
801398|Isoleucine|6033
801398|Leucine|6308
801398|Lysine|6536
801398|Methionine|6837
801398|Phenylalanine|8156
801398|Proline|8737
801398|Serine|9671
801398|Taurine|10337
801398|Threonine|10524
801398|Tryptophan|10898
801398|Tyrosine|10962
801398|Valine|11115
801398|Aspartate|42543
801398|Glutamate|70602
801403|Alanine|426
801403|Arginine|1091
801403|Cysteine|3024
801403|Glycine|4919
801403|Histidine|5340
801403|Isoleucine|6033
801403|Leucine|6308
801403|Lysine|6536
801403|Methionine|6837
801403|Phenylalanine|8156
801403|Proline|8737
801403|Serine|9671
801403|Taurine|10337
801403|Threonine|10524
801403|Tryptophan|10898
801403|Tyrosine|10962
801403|Valine|11115
801403|Aspartate|42543
801403|Glutamate|70602
801405|Alanine|426
801405|Arginine|1091
801405|Cysteine|3024
801405|Glycine|4919
801405|Histidine|5340
801405|Isoleucine|6033
801405|Leucine|6308
801405|Lysine|6536
801405|Methionine|6837
801405|Phenylalanine|8156
801405|Proline|8737
801405|Serine|9671
801405|Taurine|10337
801405|Threonine|10524
801405|Tryptophan|10898
801405|Tyrosine|10962
801405|Valine|11115
801405|Aspartate|42543
801405|Glutamate|70602
801413|Alanine|426
801413|Arginine|1091
801413|Cysteine|3024
801413|Glycerin|4910
801413|Glycine|4919
801413|Histidine|5340
801413|Isoleucine|6033
801413|Leucine|6308
801413|Lysine|6536
801413|Methionine|6837
801413|Phenylalanine|8156
801413|Phosphoric acid|8259
801413|Potassium Chloride|8591
801413|Proline|8737
801413|Serine|9671
801413|Sodium Chloride|9863
801413|Threonine|10524
801413|Tryptophan|10898
801413|Valine|11115
801413|Sodium Acetate|56443
801413|calcium acetate|214342
801413|magnesium acetate|314718
801417|Alanine|426
801417|Arginine|1091
801417|Cysteine|3024
801417|Glycerin|4910
801417|Glycine|4919
801417|Histidine|5340
801417|Isoleucine|6033
801417|Leucine|6308
801417|Lysine|6536
801417|Methionine|6837
801417|Phenylalanine|8156
801417|Phosphoric acid|8259
801417|Potassium Chloride|8591
801417|Proline|8737
801417|Serine|9671
801417|Sodium Chloride|9863
801417|Threonine|10524
801417|Tryptophan|10898
801417|Valine|11115
801417|Sodium Acetate|56443
801417|calcium acetate|214342
801417|magnesium acetate|314718
801442|Magnesium Sulfate|6585
801442|Potassium Chloride|8591
801442|Sodium Chloride|9863
801442|potassium phosphate|34322
801442|sodium phosphate|36709
801445|Magnesium Sulfate|6585
801445|Potassium Chloride|8591
801445|Sodium Chloride|9863
801445|potassium phosphate|34322
801445|sodium phosphate|36709
801451|Calcium Chloride|1901
801451|Magnesium Chloride|6579
801451|Potassium Chloride|8591
801451|Sodium Chloride|9863
801451|Sodium Acetate|56443
801644|Alanine|426
801644|Arginine|1091
801644|Glycine|4919
801644|Histidine|5340
801644|Isoleucine|6033
801644|Leucine|6308
801644|Lysine|6536
801644|Methionine|6837
801644|Phenylalanine|8156
801644|Proline|8737
801644|Serine|9671
801644|Threonine|10524
801644|Tryptophan|10898
801644|Tyrosine|10962
801644|Valine|11115
801648|Alanine|426
801648|Arginine|1091
801648|Glycine|4919
801648|Histidine|5340
801648|Isoleucine|6033
801648|Leucine|6308
801648|Lysine|6536
801648|Methionine|6837
801648|Phenylalanine|8156
801648|Proline|8737
801648|Serine|9671
801648|Threonine|10524
801648|Tryptophan|10898
801648|Tyrosine|10962
801648|Valine|11115
801663|Cholecalciferol|2418
801731|alvimopan|480639
801868|Glucose|4850
801868|Magnesium Chloride|6579
801868|Potassium Chloride|8591
801868|Sodium Chloride|9863
801868|potassium phosphate|34322
801868|Sodium Acetate|56443
801868|Sodium gluconate|56476
801868|Sodium Phosphate, Dibasic|236719
801923|Magnesium Chloride|6579
801923|Potassium Chloride|8591
801923|Sodium Chloride|9863
801923|Sodium Acetate|56443
801923|Sodium gluconate|56476
801925|Magnesium Chloride|6579
801925|Potassium Chloride|8591
801925|Sodium Chloride|9863
801925|Sodium Acetate|56443
801925|Sodium gluconate|56476
801957|Diazepam|3322
801958|Diazepam|3322
801961|Diazepam|3322
801962|Diazepam|3322
801965|Diazepam|3322
801966|Diazepam|3322
802059|Hydrocortisone|5492
802321|tipranavir|190548
802503|Folic Acid|4511
802503|Vitamin B 12|11248
802503|Ferrous fumarate|24941
802503|Succinic Acid|37255
802503|Calcium ascorbate|142407
802503|calcium threonate|273888
802503|Ferrous Asparto Glycinate|644718
802550|Amoxicillin|723
802559|Benzocaine|1399
802559|Menthol|6750
802652|Etanercept|214555
802693|Folic Acid|4511
802693|Magnesium Sulfate|6585
802693|Niacinamide|7405
802693|Pantothenic Acid|7891
802693|Riboflavin|9346
